City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
301,bengkulu,-3.8004,102.2655,297.32,93,100,2.21,ID,1704396104
302,ixtapa,20.7,-105.2,298.83,61,20,3.6,MX,1704396104
303,mananjary,-21.2167,48.3333,298.84,86,100,3.29,MG,1704396105
304,port lincoln,-34.7333,135.8667,290.62,83,100,6.46,AU,1704396105
305,afaahiti,-17.75,-149.2833,300.08,94,100,10.26,PF,1704396105
306,magadan,59.5667,150.8,247.14,83,0,2.64,RU,1704396106
307,vallenar,-28.5708,-70.7581,303.41,25,0,5.08,CL,1704396106
308,mount isa,-20.7333,139.5,299.02,78,37,1.54,AU,1704396106
309,ibotirama,-12.1853,-43.2206,300.36,79,99,2.93,BR,1704396027
310,tarapur,19.85,72.7,294.51,72,0,3.83,IN,1704396107
311,taroa,8.7058,171.2275,300.23,78,100,9.73,MH,1704396107
312,botro,7.8525,-5.3106,303.86,23,27,0.9,CI,1704396107
313,salahonda,2.1019,-78.7217,298.21,92,100,6.57,CO,1704396108
314,touros,-5.1989,-35.4608,302.78,64,0,5.53,BR,1704396108
315,geri,35.1,33.4167,288.16,82,20,3.09,CY,1704396108
316,daru,-9.0763,143.2092,299.35,86,100,0.23,PG,1704395907
317,vikhorevka,56.1201,101.1636,248.28,98,99,2.09,RU,1704396109
318,nola,40.922,14.5329,287.68,91,92,1.73,IT,1704396109
319,zaozersk,69.4005,32.4476,250.51,88,2,5.81,RU,1704395871
320,kegen,43.0197,79.2203,262.02,75,13,3.31,KZ,1704396110
321,nizhnesortymskiy,62.4397,71.7603,251.05,97,100,5.15,RU,1704396111
322,hammerfest,70.6634,23.6821,272.4,69,75,10.29,NO,1704396111
323,auki,-8.7676,160.7034,298.97,86,97,1.48,SB,1704396112
324,tarakan,3.3,117.6333,300.13,78,100,1.77,ID,1704396112
325,el granada,37.5027,-122.4694,288.11,74,0,5.66,US,1704396112
326,kazanlak,42.6167,25.4,281.5,88,83,2.18,BG,1704396112
327,roma,43.2128,-75.4557,271.44,63,40,6.69,US,1704395909
328,brisas de zicatela,15.8369,-97.0419,302.44,61,40,3.09,MX,1704396113
329,san juan de miraflores,-12.1629,-76.9635,297.44,81,98,3.86,PE,1704396113
330,minas de marcona,-15.2119,-75.1103,295.52,63,97,5.08,PE,1704396114
331,rio preto da eva,-2.6994,-59.6997,307.66,40,66,2.1,BR,1704396114
332,proletariy,58.4342,31.7046,249.33,89,6,3.35,RU,1704396114
333,monrovia,6.3005,-10.7969,300.62,77,94,4.12,LR,1704396115
334,san luis de la loma,17.2706,-100.8939,302.05,53,6,3.11,MX,1704396115
335,lubao,14.9167,120.55,298.19,86,88,2.53,PH,1704395856
336,podgornoye,51.735,39.1496,254.27,78,0,2.0,RU,1704396116
337,kitimat,54.0524,-128.6534,276.99,63,100,2.24,CA,1704396116
338,paimio,60.4567,22.6869,255.01,86,100,1.34,FI,1704396116
339,apahida,46.8167,23.75,281.23,66,0,3.6,RO,1704396117
340,karratha,-20.7377,116.8463,298.18,79,3,6.0,AU,1704395881
341,luorong,24.4058,109.6086,286.61,69,100,1.11,CN,1704396117
342,sabha,27.0377,14.4283,289.51,31,100,3.15,LY,1704396118
343,raja,8.4596,25.678,295.87,16,100,1.21,SS,1704396118
344,east london,-33.0153,27.9116,294.39,79,52,6.69,ZA,1704396118
345,tsiombe,-25.3,45.4833,296.18,84,6,4.79,MG,1704396119
346,bhadrachalam,17.6667,80.8833,292.09,86,100,1.61,IN,1704396119
347,kirovskoye,42.6198,71.5891,283.5,51,100,3.2,KG,1704396119
348,bireun,5.203,96.7009,298.66,86,93,1.88,ID,1704396120
349,ghat,24.9647,10.1728,289.63,27,20,2.44,LY,1704396120
350,shindand,33.3029,62.1474,281.77,70,2,1.51,AF,1704396120
351,fort bragg,35.139,-79.006,284.72,42,20,4.92,US,1704396120
352,pimentel,-6.8367,-79.9342,301.31,57,0,8.23,PE,1704396121
353,chonchi,-42.6128,-73.8092,297.28,63,44,2.9,CL,1704396122
354,grootfontein,-19.5667,18.1167,297.91,61,49,1.03,NA,1704396123
355,isafjordur,66.0755,-23.124,272.5,95,93,4.34,IS,1704396124
356,tainan,22.9908,120.2133,291.03,77,75,2.06,TW,1704396124
357,san juan de uraba,8.7592,-76.5297,302.73,70,73,3.17,CO,1704396125
358,chinchilla,-26.75,150.6333,295.94,93,25,0.45,AU,1704396126
359,fereydun kenar,36.6864,52.5225,286.97,72,82,1.3,IR,1704396131
360,caleta de carquin,-11.0925,-77.6267,297.68,76,86,4.58,PE,1704396132
361,nagqu,31.5,92.0,259.31,56,70,1.31,CN,1704396135
362,flying fish cove,-10.4217,105.6791,299.97,89,75,2.57,CX,1704396138
363,fayzabad,37.1166,70.58,280.47,36,100,1.19,AF,1704395887
364,aligudarz,33.4006,49.6949,275.48,51,60,1.9,IR,1704396140
365,puerto aysen,-45.4,-72.7,289.57,97,97,2.54,CL,1704396140
366,puerto lempira,15.2667,-83.7667,304.23,66,40,0.0,HN,1704396141
367,embi,48.8264,58.1442,268.99,92,100,3.36,KZ,1704396141
368,alofi,-19.0595,-169.9187,301.09,74,15,4.63,NU,1704395855
369,prien,30.1819,-93.2738,289.14,50,0,5.14,US,1704396146
370,bedele,8.456,36.353,291.02,55,94,1.87,ET,1704396146
371,hebi,35.8992,114.1925,273.71,74,15,1.71,CN,1704396147
372,casapesenna,40.9915,14.1361,287.46,85,40,2.06,IT,1704395903
373,swan hill,-35.3378,143.5544,292.54,73,100,3.79,AU,1704395966
374,newman,37.3138,-121.0208,285.95,68,6,3.58,US,1704395880
375,rutland,43.6167,-73.0162,273.29,64,75,5.14,US,1704396149
376,tolanaro,-25.0319,46.9987,297.19,88,75,5.14,MG,1704396150
377,sittwe,20.15,92.9,291.71,83,3,3.15,MM,1704396150
378,berezovo,63.9381,65.0419,241.44,98,100,1.28,RU,1704396151
379,cartagena,10.3997,-75.5144,304.94,62,20,3.6,CO,1704396087
380,general pico,-35.6566,-63.7568,309.19,24,78,0.87,AR,1704396152
381,pechora,65.1472,57.2244,241.96,100,100,1.34,RU,1704396152
382,west bay,19.3667,-81.4167,301.19,76,20,4.12,KY,1704396153
383,awjilah,29.1081,21.2869,288.29,66,0,1.56,LY,1704396153
384,maasin,10.1336,124.8447,299.14,80,25,1.66,PH,1704396154
385,kourou,5.1552,-52.6478,302.18,74,46,4.16,GF,1704396154
386,prince rupert,54.3161,-130.3201,279.98,81,75,7.2,CA,1704396154
387,rocky mountain house,52.3668,-114.9188,267.21,86,7,2.06,CA,1704396155
388,yanchep,-31.55,115.6833,291.27,57,0,7.27,AU,1704396155
389,saint croix,17.7397,-64.7388,302.4,82,20,4.63,VI,1704396156
390,swakopmund,-22.6833,14.5333,292.62,91,35,3.11,NA,1704396156
391,revda,56.801,59.9303,258.38,98,99,0.16,RU,1704396157
392,sotkamo,64.1333,28.4167,238.16,100,10,0.71,FI,1704396157
393,westerland,54.9079,8.3033,272.16,86,100,5.14,DE,1704396157
394,dumas,35.8656,-101.9732,275.67,93,100,7.2,US,1704396158
395,sona,45.4388,10.8255,278.66,81,0,2.06,IT,1704396158
396,queenstown,-31.8976,26.8753,290.56,85,21,2.51,ZA,1704396159
397,ayutla,20.1167,-104.3333,295.22,29,1,2.4,MX,1704396159
398,kegeyli shahar,42.7767,59.6078,275.2,68,100,0.59,UZ,1704396160
399,betio village,1.358,172.9211,298.17,88,100,4.98,KI,1704396160
400,dingli,35.8614,14.3822,287.24,88,0,3.09,MT,1704396160
401,zaragoza,41.6561,-0.8773,285.94,83,75,2.57,ES,1704396119
402,waddan,29.1614,16.139,287.83,40,17,1.3,LY,1704396161
403,konstantinovsk,47.5828,41.0922,279.84,88,100,5.36,RU,1704396161
404,morada nova,-5.1067,-38.3725,309.36,32,14,5.15,BR,1704396161
405,nyuzen,36.9333,137.5,277.3,50,0,3.04,JP,1704396162
406,takaungu,-3.6837,39.8566,300.42,85,20,4.18,KE,1704396162
407,luba,3.4568,8.5547,299.09,81,100,4.22,GQ,1704395896
408,kirakira,-10.4544,161.9205,299.09,86,99,1.78,SB,1704396163
409,dankaur,28.35,77.55,284.32,42,0,0.69,IN,1704396163
410,fale old settlement,-9.3852,-171.2468,302.0,68,100,4.25,TK,1704396163
411,atafu village,-8.5421,-172.5159,302.08,68,18,5.2,TK,1704396164
412,huangpi,30.8845,114.3779,279.21,75,0,2.0,CN,1704396164
413,east end,34.5507,-92.341,278.99,50,5,3.57,US,1704396164
414,gorontalo,0.5412,123.0595,297.16,95,93,1.34,ID,1704396165
415,tralee,52.2704,-9.7026,280.49,90,97,2.99,IE,1704396165
416,mossel bay,-34.1831,22.146,292.79,88,86,8.41,ZA,1704396165
417,suhbaatar,50.2314,106.2078,259.75,88,100,1.46,MN,1704396166
418,singerei,47.6667,28.1667,279.89,81,99,2.32,MD,1704396166
419,ha'il,27.5219,41.6907,285.16,82,0,1.03,SA,1704396166
420,acapulco de juarez,16.8634,-99.8901,303.05,54,75,3.09,MX,1704396167
421,coahuayana de hidalgo,18.7,-103.6583,301.95,48,8,2.38,MX,1704396167
422,caxito,-8.5785,13.6643,297.86,88,8,1.73,AO,1704396167
423,villanueva,15.3167,-88.0,302.7,62,20,4.12,HN,1704396168
424,nuuk,64.1835,-51.7216,266.49,86,100,13.38,GL,1704396168
425,northam,51.0333,-4.2167,282.96,87,100,6.1,GB,1704395890
426,constitucion,-35.3333,-72.4167,293.53,69,83,3.02,CL,1704396057
427,bochum,51.4833,7.2167,280.58,95,100,2.4,DE,1704396169
428,nogliki,51.8333,143.1667,248.9,100,77,1.79,RU,1704396169
429,carbonear,47.7332,-53.2148,273.79,85,100,7.36,CA,1704396169
430,tvoroyri,61.5556,-6.8111,281.12,89,100,12.61,FO,1704396170
431,garoowe,8.4054,48.4845,294.42,59,19,7.04,SO,1704396170
432,egilsstadir,65.2653,-14.3948,272.1,100,100,1.54,IS,1704396170
433,benguela,-12.5763,13.4055,298.6,76,100,2.46,AO,1704396171
434,arrifes,37.7667,-25.7,290.33,88,40,3.09,PT,1704396171
435,gaoual,11.75,-13.2,303.46,24,10,1.81,GN,1704396171
436,tangalle,6.024,80.7911,297.83,91,100,1.73,LK,1704396172
437,puerto ayacucho,5.6639,-67.6236,308.61,32,67,2.42,VE,1704396172
438,loango,-4.6719,11.8312,299.2,78,9,3.46,CG,1704396173
439,weno,7.4515,151.8468,301.12,78,40,3.6,FM,1704395906
440,ingeniero guillermo n. juarez,-23.9,-61.85,311.47,23,0,0.55,AR,1704396173
441,pariaman,-0.619,100.12,299.18,85,100,1.64,ID,1704396173
442,newnham,-41.3833,147.1333,288.62,94,100,2.06,AU,1704396174
443,north bay,46.3168,-79.4663,263.21,77,100,3.09,CA,1704396174
444,victorica,-36.2151,-65.4359,307.72,27,98,3.31,AR,1704396174
445,seosan,36.7817,126.4522,279.52,79,13,6.24,KR,1704396175
446,pingzhuang,42.0372,119.2889,259.88,86,3,0.93,CN,1704396175
447,wajir,1.7471,40.0573,303.78,30,5,4.39,KE,1704396175
448,canete,-37.8,-73.4,295.95,48,7,4.28,CL,1704396175
449,castillos,-34.1667,-53.8333,297.44,55,0,6.57,UY,1704396176
450,kayangel,8.0823,134.7173,301.72,80,67,6.56,PW,1704396176
451,arroyo,41.6096,-4.7969,281.27,85,20,2.57,ES,1704396176
452,tazovsky,67.4667,78.7,251.09,90,100,7.62,RU,1704396176
453,palmas,-10.2128,-48.3603,299.08,83,75,2.06,BR,1704396177
454,staraya kulatka,52.7167,47.6167,252.23,97,95,0.86,RU,1704396177
455,kampung sungai ara,5.327,100.2735,301.1,83,20,0.0,MY,1704396177
456,maxixe,-23.8597,35.3472,298.05,78,20,2.06,MZ,1704396177
457,alice springs,-23.7,133.8833,301.9,28,58,3.6,AU,1704396178
458,yongbyon,39.8133,125.8042,271.3,97,93,0.42,KP,1704396178
459,santana,-0.0583,-51.1817,305.25,79,75,3.6,BR,1704396179
460,antonio enes,-16.2325,39.9086,300.17,81,98,4.84,MZ,1704396179
461,aylesbury,51.8167,-0.8146,279.98,96,100,0.45,GB,1704396179
462,naze,28.3667,129.4833,284.66,65,7,0.37,JP,1704396180
463,ambovombe,-25.1667,46.0833,296.22,85,2,6.49,MG,1704396180
464,sidi ifni,29.3797,-10.173,291.97,52,0,1.29,MA,1704396180
465,crozon,48.2464,-4.4899,281.36,93,75,5.66,FR,1704396181
466,frederico westphalen,-27.3592,-53.3944,300.78,55,26,3.46,BR,1704396181
467,san julian,21.0167,-102.1667,293.13,20,15,5.81,MX,1704396181
468,port alfred,-33.5906,26.891,293.25,91,49,2.24,ZA,1704396182
469,rethymno,35.3647,24.4714,291.59,81,29,3.42,GR,1704396182
470,as sulayyil,20.4607,45.5779,292.29,47,0,6.32,SA,1704396182
471,sirte,31.2089,16.5887,291.0,43,0,3.1,LY,1704396188
472,bairnsdale,-37.8333,147.6167,290.96,94,53,2.19,AU,1704396188
473,lata,40.1629,-8.3327,285.33,91,100,3.61,PT,1704396188
474,puerto lleras,3.0223,-73.4044,304.3,49,100,3.7,CO,1704396189
475,cabinda,-5.55,12.2,299.57,79,15,4.02,AO,1704396189
476,chegdomyn,51.1167,133.0167,251.97,95,100,0.82,RU,1704395919
477,al fqih ben calah,32.5009,-6.6906,290.55,38,100,3.36,MA,1704396190
478,nong bua,15.8646,100.5858,296.34,63,8,2.48,TH,1704396190
479,richards bay,-28.783,32.0377,293.43,81,0,1.92,ZA,1704396191
480,poronaysk,49.2167,143.1167,253.9,97,46,1.65,RU,1704396191
481,thinadhoo,0.5333,72.9333,301.19,75,90,2.22,MV,1704396194
482,glace bay,46.1969,-59.957,272.77,83,100,2.57,CA,1704396195
483,mingguang,32.7802,117.9638,279.02,63,4,1.37,CN,1704396195
484,cidreira,-30.1811,-50.2056,296.21,81,10,6.15,BR,1704396196
485,fisterra,42.9049,-9.2629,284.68,71,8,7.86,ES,1704396196
486,al bawiti,28.3492,28.8659,286.98,41,0,3.1,EG,1704396196
487,tazacorte,28.629,-17.9293,293.69,95,75,2.06,ES,1704395919
488,dryden,49.7833,-92.7503,261.31,79,100,4.12,CA,1704396197
489,campo maior,-4.8278,-42.1686,309.54,31,100,3.66,BR,1704396197
490,boyolangu,-8.1181,111.8935,297.63,91,100,1.25,ID,1704396198
491,tessaoua,13.7574,7.9874,295.26,13,95,4.26,NE,1704396198
492,prince edward,44.0001,-77.2495,269.3,63,0,3.58,CA,1704396198
493,papao,-17.75,-149.55,300.97,86,100,10.7,PF,1704396199
494,palikir - national government center,6.9248,158.1611,298.56,94,20,0.0,FM,1704396199
495,faya-largeau,17.9257,19.1043,294.59,20,5,7.81,TD,1704396200
496,kavieng,-2.5744,150.7967,300.8,78,92,0.61,PG,1704396200
497,witbank,-25.8713,29.2332,290.67,70,61,6.23,ZA,1704396200
498,christchurch,-43.5333,172.6333,289.77,69,75,7.72,NZ,1704395937
499,wotje,9.4543,170.2367,299.95,80,100,9.19,MH,1704396201
500,nova vicosa,-17.8919,-39.3719,298.29,95,84,5.91,BR,1704396201
501,phan thiet,10.9333,108.1,295.16,77,84,4.06,VN,1704396201
502,vilyuysk,63.7553,121.6247,245.4,99,100,0.85,RU,1704396202
503,kone,-21.0595,164.8658,297.44,85,0,1.74,NC,1704396202
504,hamilton,39.1834,-84.5333,277.03,58,40,4.63,US,1704395891
505,manawar,22.2333,75.0833,293.14,62,0,2.77,IN,1704396203
506,enshi,30.3,109.4833,280.92,88,7,0.25,CN,1704396203
507,buala,-8.145,159.5921,300.11,80,100,2.08,SB,1704396203
508,mirny,62.5353,113.9611,243.27,95,100,3.92,RU,1704396204
509,el haouaria,37.05,11.0144,289.16,79,0,2.53,TN,1704396204
510,terra santa,-2.1042,-56.4869,308.05,40,99,1.2,BR,1704396204
511,aljezur,37.3191,-8.8033,287.05,83,25,4.45,PT,1704396205
512,taulaga,-11.0553,-171.0883,301.61,74,74,3.67,AS,1704396205
513,reo,12.3167,-2.4667,302.13,11,4,2.79,BF,1704396205
514,port shepstone,-30.7414,30.455,295.01,73,100,2.93,ZA,1704396206
515,nishon tumani,38.694,65.6751,280.29,81,0,0.0,UZ,1704396206
516,chubek,37.6137,69.7061,281.19,30,100,1.96,TJ,1704396206
517,banda aceh,5.5577,95.3222,298.79,85,78,4.77,ID,1704396206
518,xilin hot,43.9667,116.0333,257.33,97,42,3.17,CN,1704396207
519,laon,49.5667,3.6667,282.83,86,100,7.8,FR,1704396207
520,pizarro,4.9533,-77.366,301.65,77,94,2.16,CO,1704396207
521,ketchikan,55.3422,-131.6461,278.34,93,75,2.06,US,1704396208
522,narsingdi,23.9208,90.7181,290.16,66,0,2.05,BD,1704396208
523,raduzhny,62.0961,77.475,248.71,89,100,4.64,RU,1704396208
524,mozhaysk,55.5019,36.0272,251.19,93,91,2.06,RU,1704396209
525,molde,62.7375,7.1591,266.36,57,0,5.14,NO,1704396209
526,lima,-12.0432,-77.0282,297.29,65,100,4.63,PE,1704396091
527,bom jesus da lapa,-13.255,-43.4181,303.74,54,100,4.31,BR,1704396114
528,buurhakaba,2.8026,44.0781,300.65,34,6,4.48,SO,1704396210
529,novyy urengoy,66.0833,76.6333,248.64,85,100,6.31,RU,1704396211
530,nemuro,43.3236,145.575,270.29,76,8,2.28,JP,1704396212
531,baicheng,45.6167,122.8167,257.0,92,23,2.18,CN,1704396213
532,roslavl',53.9528,32.8639,259.35,82,100,5.02,RU,1704396214
533,paphos,34.7667,32.4167,291.03,72,75,6.17,CY,1704396214
534,merizo village,13.2658,144.6691,300.0,96,99,5.05,GU,1704396215
535,khovd,48.0056,91.6419,258.1,73,12,0.33,MN,1704396216
536,tyazhinskiy,56.116,88.524,241.44,100,43,2.59,RU,1704396216
537,krasnogvardeyskoye,45.8456,41.5186,281.27,85,100,6.22,RU,1704396216
538,fortuna,40.5982,-124.1573,285.18,89,100,3.6,US,1704396217
539,naama,33.2667,-0.3167,285.78,33,22,1.94,DZ,1704396217
540,manhattan,40.7834,-73.9662,280.73,50,40,7.2,US,1704395646
541,cutral-co,-38.9469,-69.2089,306.99,10,100,1.34,AR,1704396218
542,cox's bazar,21.4532,91.9798,288.21,82,0,4.02,BD,1704396218
543,taro,-8.3862,115.28,296.15,92,97,0.41,ID,1704396219
544,serra,-20.1286,-40.3078,301.85,79,75,3.09,BR,1704396219
545,kerikeri,-35.2268,173.9474,289.91,85,100,1.01,NZ,1704396219
546,portland,45.5234,-122.6762,282.86,95,100,5.66,US,1704395934
547,nova sintra,14.8667,-24.7167,294.51,65,0,6.72,CV,1704396220
548,canmore,51.0834,-115.3521,276.21,74,36,3.09,CA,1704396220
549,berezovyy,51.6667,135.7,250.17,97,96,1.22,RU,1704396221
550,shingu,33.7333,135.9833,277.51,72,0,2.43,JP,1704396221
551,crockett,31.3182,-95.4566,288.14,44,0,4.63,US,1704396221
552,carlsbad,33.1581,-117.3506,290.54,64,0,2.57,US,1704395560
553,coquimbo,-29.9533,-71.3436,295.0,64,20,4.63,CL,1704396222
554,chinde,26.8418,88.0763,280.98,66,2,2.15,NP,1704396222
555,zabaykal'sk,49.6333,117.3167,254.42,94,100,2.16,RU,1704396223
556,saint-louis,16.3333,-15.0,301.8,10,83,3.47,SN,1704396223
557,dakhla,23.6848,-15.958,293.16,73,0,6.69,EH,1704396223
558,okhotsk,59.3833,143.3,242.78,84,11,3.64,RU,1704396223
559,pasuquin,18.3328,120.6177,296.12,78,20,2.57,PH,1704396202
560,chulucanas,-5.0925,-80.1625,302.18,56,87,1.77,PE,1704396224
561,seydi,39.4816,62.9137,279.89,74,0,3.03,TM,1704396224
562,ayame,5.6083,-3.1563,299.57,79,84,2.58,CI,1704396225
563,kasongo-lunda,-6.4667,16.8167,295.81,90,35,1.03,CD,1704396225
564,inirida,3.8653,-67.9239,309.39,36,100,1.06,CO,1704396225
565,ubinskoye,55.3068,79.6802,257.18,94,100,5.99,RU,1704396226
566,kas,36.2018,29.6377,288.44,83,2,4.04,TR,1704396226
567,santiago de cao,-7.9589,-79.2392,296.22,78,75,4.63,PE,1704396226
568,jatai,-17.8814,-51.7144,302.04,59,100,1.36,BR,1704396227
569,rio grande,-32.035,-52.0986,299.21,70,9,8.32,BR,1704396103
570,karaton,-6.3424,106.1045,296.08,97,100,0.72,ID,1704396227
571,tindouf,27.6711,-8.1474,292.4,20,0,3.09,DZ,1704396228
572,waingapu,-9.6567,120.2641,300.48,75,40,1.18,ID,1704396228
573,kuqa,41.7278,82.9364,269.97,56,0,1.24,CN,1704396228
574,maddagiri,13.6606,77.2092,293.95,79,100,2.73,IN,1704396229
575,vegreville,53.5001,-112.0518,267.32,93,17,0.0,CA,1704396229
576,chanika,-5.4167,38.0167,294.36,93,100,0.12,TZ,1704396229
577,altai,46.3722,96.2583,254.28,72,1,0.99,MN,1704396230
578,maceio,-9.6658,-35.7353,304.84,62,20,8.23,BR,1704396230
579,port saint john's,-31.6229,29.5448,293.69,83,31,4.22,ZA,1704396230
580,ambalangoda,6.2355,80.0538,298.91,87,99,1.23,LK,1704396231
581,pelileo,-1.3167,-78.5333,297.8,68,75,6.17,EC,1704396231
582,la ronge,55.1001,-105.2842,265.29,79,100,4.63,CA,1704396231
583,tikri,29.2333,77.35,282.16,33,0,1.24,IN,1704396232
584,ceres,37.5949,-120.9577,286.51,80,0,6.17,US,1704396232
585,piti village,13.4626,144.6933,300.18,96,40,2.06,GU,1704396232
586,lompoc,34.6391,-120.4579,290.2,60,0,6.17,US,1704396233
587,rudnichnyy,59.617,52.4703,250.12,92,100,3.02,RU,1704396233
588,mosjoen,65.836,13.1908,265.21,61,75,2.06,NO,1704396233
589,deqen,29.9618,90.7188,269.34,25,85,1.82,CN,1704396234
590,menongue,-14.6585,17.691,293.52,84,100,2.44,AO,1704396234
591,jamaame,0.0697,42.745,299.26,79,2,4.1,SO,1704396234
592,illizi,26.4833,8.4667,290.04,21,89,1.57,DZ,1704396235
593,ambazac,45.9598,1.4006,281.33,92,100,4.31,FR,1704396235
594,tolga,34.7222,5.3785,284.6,42,6,2.63,DZ,1704396235
595,shizunai-furukawacho,42.3339,142.3669,273.0,77,60,1.3,JP,1704396236
596,saint-philippe,-21.3585,55.7679,299.32,90,94,0.9,RE,1704396236
597,haimen,23.1935,116.6142,283.09,83,6,3.41,CN,1704396236
598,lake arrowhead,34.2483,-117.1892,280.79,56,40,6.17,US,1704396237
599,paracuru,-3.41,-39.0306,302.1,65,100,5.08,BR,1704396237
600,gebeit,21.0667,36.3167,291.14,71,1,3.19,SD,1704396237
601,saipan,15.1355,145.701,301.54,78,75,2.06,MP,1704396238
602,fuglafjordur,62.244,-6.814,279.41,97,100,12.99,FO,1704396238
603,hecun,36.5333,114.1111,275.78,61,10,1.15,CN,1704396238
